YearNum,STATE,NF,Classification,Forest,StateCode,ForestCode,latitude,longitude,Host 1000ha,Year,spb / trap / 14 d,Clerids/ trap/ 14 d,Spots,Spots/100km,%SPB
3,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1988,,,,,
4,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1989,,,182,28,
5,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1990,12,166,15,2,
6,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1991,76,154,4,1,
7,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1992,834,344,355,55,
8,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1993,535,290,171,27,
9,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1994,103,251,0,0,
10,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1995,145,123,0,0,
11,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1996,189,99,0,0,
12,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1997,422,109,78,12,79
13,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1998,47,315,0,0,6
14,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1999,0,115,0,0,0
15,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2000,0,50,0,0,0
16,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2001,0,48,0,0,0
17,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2002,0,57,0,0,0
18,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2003,0,27,0,0,0
19,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2004,0,45,0,0,0
20,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2005,0,3,0,0,0
21,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2006,0,11,0,0,0
22,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2007,0,76,0,0,0
23,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2008,0,73,0,0,0
24,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2009,0,18,0,0,0
25,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,2010,0,526,,,0
1,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1986,,,944,134,
2,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1987,312,338,118,17,
3,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1988,,,,,
4,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1989,,,,,
5,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1990,,,0,0,
6,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1991,0,7,0,0,
7,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1992,21,132,0,0,
8,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1993,426,648,10,1,
9,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1994,88,291,0,0,
10,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1995,96,346,0,0,
11,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1996,84,275,0,0,
12,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1997,21,350,0,0,6
13,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1998,8,96,0,0,3
14,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,1999,0,24,0,0,0
15,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2000,0,74,0,0,0
16,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2001,0,125,0,0,0
17,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2002,0,281,0,0,0
18,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2003,,,,,
19,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2004,,,0,0,
20,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2005,0,46,0,0,0
21,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2006,0,29,0,0,0
22,TX,,CO,HARRISON TX,0,0,32.49214,-94.89751,70.50,2007,0,326,,,0
1,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1986,,,,,
2,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1987,,,,,
3,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1988,,,,,
4,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1989,,,,,
5,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1990,,,29,3,
6,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1991,,,7,1,
7,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1992,,,38,4,
8,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1993,166,458,0,0,
9,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1994,34,203,0,0,
10,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1995,7,306,0,0,
11,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1996,44,200,3,0,
12,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1997,1,515,0,0,1
13,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1998,0,108,0,0,0
14,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,1999,0,30,0,0,0
15,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2000,0,56,0,0,0
16,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2001,0,302,0,0,0
17,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2002,0,314,0,0,0
18,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2003,0,141,0,0,0
19,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2004,0,168,0,0,0
20,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2005,0,131,0,0,0
21,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2006,0,22,0,0,0
22,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2007,0,241,0,0,0
23,TX,,CO,HOUSTON TX,0,0,31.33337,-95.50188,93.81,2008,0,162,,,0
1,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1986,,,,,
2,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1987,,,,,
3,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1988,,,,,
4,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1989,,,,,
5,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1990,,,63,5,
6,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1991,129,205,123,10,
7,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1992,100,285,289,24,
8,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1993,86,397,118,10,
9,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1994,93,988,5,0,
10,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1995,22,182,2,0,
11,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1996,55,50,2,0,
12,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1997,49,277,144,12,14
13,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1998,49,67,0,0,23
14,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,1999,0,27,0,0,0
15,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2000,0,46,0,0,0
16,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2001,0,17,0,0,0
17,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2002,0,127,0,0,0
18,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2003,0,41,0,0,0
19,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2004,0,49,0,0,0
20,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2005,0,10,0,0,0
21,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2006,0,7,0,0,0
22,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2007,0,160,0,0,0
23,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2008,0,97,0,0,0
24,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2009,0,28,0,0,0
25,TX,,CO,JASPER TX,0,0,30.87440,-94.02282,120.96,2010,0,57,,,0
1,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1986,,,,,
2,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1987,,,,,
3,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1988,,,,,
4,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1989,,,169,13,
5,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1990,194,335,308,23,
6,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1991,796,303,101,8,
7,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1992,,,269,20,
8,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1993,346,234,63,5,
9,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1994,23,68,0,0,
10,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1995,5,122,0,0,
11,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1996,93,57,2,0,
12,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1997,4,108,0,0,
13,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1998,0,54,,,
14,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,1999,0,54,,,
15,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2000,,,0,0,
16,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2001,0,125,0,0,0
17,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2002,0,146,0,0,0
18,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2003,0,8,0,0,0
19,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2004,0,17,0,0,0
20,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2005,0,4,0,0,0
21,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2006,0,18,0,0,0
22,TX,,CO,MONTGOMERY TX,0,0,30.32501,-95.49591,132.33,2007,0,10,,,0
1,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1986,,,469,57,
2,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1987,113,349,20,2,
3,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1988,186,464,0,0,
4,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1989,,,,,
5,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1990,,,,,
6,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1991,,,,,
7,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1992,195,585,196,24,
8,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1993,275,570,195,24,
9,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1994,447,506,29,4,
10,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1995,468,575,2,0,
11,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1996,74,105,2,0,
12,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1997,42,193,0,0,18
13,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1998,4,6,0,0,22
14,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,1999,0,11,0,0,0
15,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2000,0,17,0,0,0
16,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2001,0,262,0,0,0
17,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2002,0,266,0,0,0
18,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2003,0,266,0,0,0
19,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2004,0,48,0,0,0
20,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2005,0,42,0,0,0
21,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2006,0,35,0,0,0
22,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2007,0,78,0,0,0
23,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2008,0,50,0,0,0
24,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2009,0,48,0,0,0
25,TX,,CO,NACOGDOCHES TX,0,0,31.61591,-94.65271,82.31,2010,0,133,,,0
1,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1986,,,,,
2,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1987,,,,,
3,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1988,,,,,
4,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1989,,,,,
5,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1990,,,14,1,
6,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1991,207,55,93,10,
7,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1992,213,265,175,18,
8,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1993,294,393,49,5,
9,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1994,314,405,1,0,
10,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1995,177,381,0,0,
11,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1996,61,95,0,0,
12,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1997,862,323,48,5,65
13,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1998,143,134,0,0,30
14,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,1999,0,53,0,0,0
15,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2000,0,31,0,0,0
16,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2001,0,64,0,0,0
17,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2002,0,73,0,0,0
18,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2003,0,57,0,0,0
19,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2004,0,38,0,0,0
20,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2005,0,8,0,0,0
21,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2006,0,10,0,0,0
22,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2007,0,150,0,0,0
23,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2008,0,136,0,0,0
24,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2009,0,17,0,0,0
25,TX,,CO,NEWTON TX,0,0,30.84836,-93.77880,95.59,2010,0,70,,,0
1,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1986,,,,,
2,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1987,,,,,
3,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1988,,,,,
4,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1989,,,4,1,
5,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1990,99,448,0,0,
6,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1991,235,338,14,2,
7,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1992,276,357,91,16,
8,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1993,117,93,170,30,
9,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1994,105,101,15,3,
10,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1995,103,329,17,3,
11,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1996,69,102,8,1,
12,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1997,76,185,0,0,29
13,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1998,7,113,0,0,4
14,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,1999,0,15,0,0,0
15,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2000,0,14,0,0,0
16,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2001,0,1,0,0,0
17,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2002,0,21,0,0,0
18,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2003,,,,,
19,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2004,,,0,0,
20,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2005,0,36,0,0,0
21,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2006,0,62,0,0,0
22,TX,,CO,PANOLA TX,0,0,32.11788,-94.36119,57.30,2007,0,85,,,0
1,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1986,,,,,
2,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1987,,,,,
3,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1988,,,,,
4,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1989,,,,,
5,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1990,,,129,31,
6,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1991,628,362,563,135,
7,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1992,630,669,1042,250,
8,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1993,688,421,950,228,
9,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1994,153,464,107,26,
10,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1995,111,328,46,11,
11,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1996,192,381,9,2,
12,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1997,337,773,113,27,30
13,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1998,126,319,0,0,7
14,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,1999,0,74,,,0
15,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2000,0,39,0,0,0
16,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2001,1,55,0,0,2
17,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2002,0,111,0,0,0
18,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2003,0,38,0,0,0
19,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2004,0,28,0,0,0
20,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2005,0,22,0,0,0
21,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2006,0,10,0,0,0
22,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2007,,,0,0,
23,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2008,0,71,0,0,0
24,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2009,0,28,0,0,0
25,TX,SABINE,NF,SABINE NF,13,7,31.44908,-93.80964,41.68,2010,0,46,,,0
1,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1986,,,,,
2,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1987,,,,,
3,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1988,,,,,
4,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1989,,,821,212,
5,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1990,209,497,417,107,
6,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1991,171,422,381,98,
7,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1992,90,353,624,161,
8,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1993,217,610,215,55,
9,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1994,183,506,36,9,
10,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1995,9,110,19,5,
11,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1996,220,136,15,4,
12,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1997,176,332,159,41,24
13,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1998,49,166,0,0,7
14,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,1999,0,49,0,0,0
15,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2000,0,25,0,0,0
16,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2001,0,102,0,0,0
17,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2002,0,157,0,0,0
18,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2003,0,49,0,0,0
19,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2004,0,20,0,0,0
20,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2005,0,15,0,0,0
21,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2006,0,6,0,0,0
22,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2007,0,13,0,0,0
23,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2008,0,39,0,0,0
24,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2009,0,43,0,0,0
25,TX,SAM HOUSTON,NF,SAM HOUSTON NF,13,4,30.72401,-95.37264,38.81,2010,0,85,,,0
1,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1986,,,,,
2,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1987,,,,,
3,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1988,,,,,
4,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1989,,,,,
5,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1990,,,,,
6,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1991,,,,,
7,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1992,,,,,
8,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1993,,,420,77,
9,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1994,35,190,25,5,
10,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1995,17,473,1,0,
11,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1996,12,68,8,1,
12,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1997,29,189,11,2,13
13,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1998,47,100,0,0,16
14,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,1999,0,8,0,0,0
15,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2000,0,25,0,0,0
16,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2001,0,48,0,0,0
17,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2002,0,46,0,0,0
18,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2003,0,60,0,0,0
19,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2004,0,25,0,0,0
20,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2005,0,38,0,0,0
21,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2006,0,24,0,0,0
22,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2007,0,43,0,0,0
23,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2008,0,73,0,0,0
24,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2009,0,20,0,0,0
25,TX,,CO,SAN AUGUSTINE TX,0,0,31.55638,-94.13223,54.79,2010,0,46,,,0
1,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1986,,,,,
2,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1987,,,,,
3,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1988,,,,,
4,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1989,,,,,
5,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1990,,,,,
6,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1991,,,,,
7,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1992,,,,,
8,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1993,,,258,44,
9,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1994,108,259,22,4,
10,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1995,36,282,15,3,
11,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1996,21,25,20,3,
12,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1997,16,396,8,1,13
13,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1998,7,87,0,0,16
14,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,1999,0,16,0,0,0
15,TX,,CO,SHELBY TX,0,0,31.84973,-94.17628,58.23,2000,0,21,0,0,0
